1|1|1||8854|
2|1|1||8855|
3|1|1||8854|
4|1|1||9000|
5|1|2||8860|
6|1|2||8861|
7|1|2||8862|
8|1|3||8883|
9|1|3||8884|
10|1|4||8874|
11|1|4||8873|
12|1|4||8872|
13|1|4||8871|
14|1|4||8870|
15|1|9||8857|
16|1|9||8858|
17|1|9||8859|
18|1|9||9001|
19|1|6||8853|
20|1|6||8852|
21|1|6||8851|
22|1|6||8850|
23|1|7||8924|
24|1|7||8925|
25|1|8||8864|
26|1|8||8863|
27|1|5||8856|
28|1|5||8855|
29|1|5||8854|
30|2|24||8841|
31|2|24||8842|
32|2|24||8843|
33|2|11||8846|
34|2|11||8847|
35|2|11||8848|
36|2|109||8902|
37|2|109||8903|
38|2|110||8907|
39|2|110||8908|
40|2|103||8922|
41|2|103||8923|
42|2|103||8800|
43|2|22||407|
44|2|22||408|
45|2|22||411|
46|2|22||414|
47|2|22||418|
48|2|22||416|
49|2|14||404|
50|2|14||454|
51|2|14||8763|
52|2|90||458|
53|2|90||459|
54|2|90||460|
55|2|91||485|
56|2|91||486|
57|2|91||487|
58|2|91||488|
59|2|92||522|
60|2|92||523|
61|2|93||766|
62|2|94||524|
63|2|94||525|
64|2|94||527|
65|2|94||532|
66|2|95||576|
67|2|95||577|
68|2|19||893|
69|2|19||894|
70|2|19||896|
71|2|19||888|
72|2|19||889|
73|2|19||5529|
74|2|97||8770|
75|2|97||8772|
76|2|99||2345|
77|2|99||2352|
78|2|99||2355|
79|2|99||2357|
80|2|100||6229|
81|2|100||6232|
82|2|101||925|
83|2|101||2065|
84|2|101||2141|
85|2|101||2144|
86|2|101||2146|
87|2|101||2158|
88|2|101||2162|
89|2|101||2165|
90|2|101||2174|
91|2|101||2184|
92|2|101||2199|
93|2|101||2218|
94|2|101||2220|
95|2|101||2221|
96|2|101||2223|
97|2|101||2226|
98|2|101||2228|
99|2|101||2236|
100|3|24||8840|
101|3|24||8841|
102|3|24||8842|
103|3|24||8843|
104|3|24||8844|
105|3|25||8845|
106|3|25||8846|
107|3|25||8847|
108|3|25||8848|
109|3|25||8849|
110|3|26||8865|
111|3|26||8866|
112|3|26||8867|
113|3|26||8868|
114|3|26||8869|
115|3|7||8922|
116|3|7||8923|
117|3|29||8566|
118|3|29||8567|
119|3|29||8570|
120|3|29||8571|
121|3|29||8572|
122|3|29||8573|
123|3|29||8574|
124|3|30||8576|
125|3|30||8577|
126|3|30||8578|
127|3|30||8579|
128|3|30||8580|
129|3|30||8581|
130|3|31||8551|
131|3|31||8555|
132|3|32||8552|
133|3|32||8554|
134|3|34||8004|
135|3|34||8005|
136|3|34||8056|
137|3|34||8025|
138|3|34||8071|24
139|3|34||8070|
140|3|34||8063|
141|3|35||8565|
142|3|35||8583|
143|3|35||8562|
144|3|36||8504|
145|3|36||8508|
146|3|36||8526|
147|3|36||8541|
148|3|37||7459|
149|3|37||7460|
150|3|37||7526|
151|3|37||7461|
152|3|37||7457|
153|3|37||8557|
154|4|24||8840|
155|4|24||8841|
156|4|24||8842|
157|4|24||8843|
158|4|24||8844|
159|4|25||8845|
160|4|25||8846|
161|4|25||8847|
162|4|25||8848|
163|4|25||8849|
164|4|25||8800|
165|4|38||8865|
166|4|38||8866|
167|4|38||8867|
168|4|38||8868|
169|4|38||8869|
170|4|39||8319|
171|4|39||8321|
172|4|39||8344|
173|4|39||8345|
174|4|39||8346|
175|4|39||8347|
176|4|39||8348|
177|4|39||8355|
178|4|39||8358|
179|4|39||8369|
180|4|39||8373|
181|4|39||8467|
182|4|39||8470|
183|4|40||8349|
184|4|40||6667|
185|4|40||3271|
186|4|41||8376|
187|4|41||8377|
188|4|41||8378|
189|4|41||8379|
190|4|41||8380|
191|4|41||8385|
192|4|41||8386|
193|4|41||8387|
194|4|41||8388|
195|4|42||8452|
196|4|42||8453|
197|4|42||8454|
198|4|42||8455|
199|4|42||8456|
200|4|42||8457|
201|4|42||8471|
202|4|37||8004|
203|4|37||8005|
204|4|37||8025|
205|4|37||8063|
206|4|37||6881|
207|4|37||7009|
208|4|37||8541|
209|4|37||8542|
210|4|37||8543|
211|4|37||8838|
212|4|37||3272|
214|5|24||8840|
215|5|24||8841|
216|5|24||8842|
217|5|24||8843|
218|5|24||8844|
219|5|25||8845|
220|5|25||8846|
221|5|25||8847|
222|5|25||8848|
223|5|25||8849|
224|5|26||8865|
225|5|26||8866|
226|5|26||8867|
227|5|45||461|
228|5|45||462|
229|5|45||5856|
230|5|45||5945|
231|5|46||4710|
232|5|46||4711|
233|5|46||4712|
234|5|47||4160|
235|5|47||4161|
236|5|47||4162|
237|5|48||603|
238|5|48||605|
239|5|48||607|
240|5|48||609|
241|5|48||641|
242|5|48||643|
243|5|48||645|
244|5|48||647|
245|5|112||467|
246|5|112||769|
247|5|112||479|
248|5|112||503|
249|5|112||468|
250|5|112||770|
251|5|112||770|
252|5|112||480|
253|5|112||504|
254|5|112||469|
255|5|112||771|
256|5|112||481|
257|5|112||505|
258|5|112||470|
259|5|112||772|
260|5|112||482|
261|5|112||506|
262|5|112||773|
263|5|112||483|
264|5|112||507|
265|5|112||774|
266|5|112||484|
267|5|112||508|
268|5|113||471|
269|5|113||472|
270|5|113||473|
271|5|113||474|
272|5|113||775|
273|5|113||776|
274|5|113||777|
275|5|113||778|
276|5|113||779|
277|5|113||780|
278|5|113||485|
279|5|113||486|
280|5|113||487|
281|5|113||488|
282|5|113||489|
283|5|113||490|
284|5|113||509|
285|5|113||510|
286|5|113||511|
287|5|113||512|
288|5|113||513|
289|5|113||514|
290|5|114||475|
291|5|114||476|
292|5|114||477|
293|5|114||478|
294|5|114||781|
295|5|114||782|
296|5|114||783|
297|5|114||784|
298|5|114||785|
299|5|114||786|
300|5|114||491|
301|5|114||492|
302|5|114||493|
303|5|114||494|
304|5|114||495|
305|5|114||496|
306|5|114||515|
307|5|114||516|
308|5|114||517|
309|5|114||518|
310|5|114||519|
311|5|114||520|
312|5|16||760|
313|5|16||761|
314|5|16||762|
315|5|51||524|
316|5|51||527|
317|5|37||407|
318|5|37||408|
319|5|37||536|
320|5|37||537|
321|5|37||541|
322|5|37||3284|
323|5|37||2357|
324|5|37||465|
325|5|37||466|
326|5|37||414|
327|5|37||442|
328|5|52||8719|
329|5|52||8720|
330|5|53||7653|
331|5|53||7884|
332|5|53||7885|
333|5|33||8693|
334|6|54||8875|
335|6|54||8876|
336|6|54||8877|
337|6|54||8878|
338|6|54||8879|
339|6|6||8851|
340|6|6||8852|
341|6|6||8853|
342|6|6||8850|
343|6|56||8319|
344|6|56||8346|
345|6|56||2599|
346|6|56||8168|
347|6|56||5375|
348|6|56||4301|
349|6|56||8328|
350|6|56||7653|
351|6|57||754|
352|6|57||755|
353|6|57||756|
354|6|57||757|
355|6|58||2469|
356|6|58||5953|
357|6|58||2519|
358|6|58||2520|
359|6|58||2521|
360|6|58||2522|
361|6|51||526|
362|6|51||524|
363|6|59||1314|54
364|6|59||1416|54
365|6|59||1421|54
366|6|59||1752|54
367|6|59||2002|54
368|6|60||407|
369|6|60||408|
370|6|60||416|
371|6|60||4102|
372|6|60||411|
373|6|60||414|
374|6|60||415|
375|6|60||418|
376|7|24||8840|
377|7|24||8841|
378|7|24||8842|
379|7|24||8843|
380|7|24||8844|
381|7|62||8940|
382|7|62||8941|
383|7|62||8942|
384|7|62||8943|
385|7|62||8944|
386|7|62||8945|
387|7|62||8946|
388|7|25||8845|
389|7|25||8846|
390|7|25||8847|
391|7|25||8848|
392|7|25||8849|
393|7|63||8947|
